id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
290918,Female,57,1,28,0,1-2 Year,Yes,42766,156,134,1
290924,Female,47,1,35,0,1-2 Year,Yes,2630,124,27,1
290935,Male,25,1,47,0,< 1 Year,Yes,2630,26,193,1
290936,Female,44,1,28,0,1-2 Year,Yes,49646,124,292,1
290945,Male,54,1,28,0,> 2 Years,Yes,44423,26,66,1
290976,Male,54,1,33,0,1-2 Year,Yes,30217,124,253,1
291018,Male,33,1,28,0,< 1 Year,Yes,44789,124,212,1
291021,Male,35,1,11,0,1-2 Year,Yes,2630,163,295,1
291033,Male,41,1,28,0,1-2 Year,Yes,52663,26,48,1
291036,Male,72,1,3,0,1-2 Year,Yes,35830,26,115,1
291052,Female,32,1,23,0,1-2 Year,Yes,24927,157,102,1
291071,Male,48,1,28,0,> 2 Years,Yes,59023,26,292,1
291082,Male,49,1,37,0,1-2 Year,Yes,37393,26,165,1
291092,Male,48,1,28,0,> 2 Years,Yes,45359,26,268,1
291093,Male,34,1,1,0,1-2 Year,Yes,2630,124,110,1
291094,Female,22,1,13,0,< 1 Year,Yes,27762,152,113,1
291097,Male,55,1,28,0,> 2 Years,Yes,2630,124,53,1
291101,Male,28,1,36,0,< 1 Year,Yes,30434,124,215,1
291103,Male,24,1,30,0,< 1 Year,Yes,31149,124,159,1
291112,Male,27,1,22,0,< 1 Year,Yes,20410,152,84,1
291121,Male,67,1,28,0,1-2 Year,Yes,24783,124,255,1
291132,Male,33,1,28,0,< 1 Year,Yes,33721,124,259,1
291147,Male,47,1,18,0,1-2 Year,Yes,32366,124,20,1
291155,Male,38,1,28,0,1-2 Year,No,40290,26,127,1
291156,Male,24,1,2,0,< 1 Year,Yes,31809,152,148,1
291164,Female,42,1,7,0,1-2 Year,Yes,32450,154,51,1
291165,Female,38,1,40,0,1-2 Year,Yes,25099,124,135,1
291183,Female,34,1,38,0,1-2 Year,Yes,2630,156,268,1
291185,Female,59,1,28,0,1-2 Year,Yes,53224,26,265,1
291195,Female,45,1,28,0,1-2 Year,Yes,57973,124,244,1
291197,Female,30,1,28,0,1-2 Year,Yes,2630,156,62,1
291198,Female,73,1,28,0,> 2 Years,Yes,56822,26,38,1
291200,Male,53,1,14,0,1-2 Year,Yes,40417,157,199,1
291220,Female,43,1,48,0,1-2 Year,Yes,2630,26,237,1
291222,Female,33,1,47,0,1-2 Year,Yes,2630,124,111,1
291223,Male,45,1,28,0,1-2 Year,Yes,39855,124,141,1
291225,Female,30,1,23,1,1-2 Year,Yes,33541,124,280,1
291239,Male,47,1,28,0,1-2 Year,Yes,35863,26,49,1
291242,Female,31,1,28,0,< 1 Year,Yes,2630,26,169,1
291244,Female,46,1,28,0,> 2 Years,Yes,30420,124,131,1
291247,Male,41,1,28,0,1-2 Year,Yes,38465,124,114,1
291250,Male,30,1,41,0,< 1 Year,Yes,29227,152,218,1
291261,Male,44,1,6,0,1-2 Year,Yes,25810,124,151,1
291270,Male,47,1,8,0,1-2 Year,Yes,2630,26,284,1
291272,Female,46,1,41,0,1-2 Year,Yes,31425,124,215,1
291310,Female,52,1,8,0,1-2 Year,Yes,40688,124,203,1
291323,Male,36,1,18,0,1-2 Year,Yes,31135,124,135,1
291334,Female,48,1,28,0,> 2 Years,Yes,52315,26,197,1
291345,Female,41,1,45,0,1-2 Year,Yes,23018,26,156,1
291361,Male,31,1,46,0,< 1 Year,Yes,28243,124,129,1
291371,Male,38,1,28,0,> 2 Years,Yes,55078,26,97,1
291374,Male,37,1,28,0,1-2 Year,Yes,27078,124,212,1
291378,Male,31,1,18,0,1-2 Year,Yes,2630,156,152,1
291389,Female,52,1,28,0,1-2 Year,Yes,39973,26,139,1
291394,Male,41,1,28,0,1-2 Year,Yes,36248,156,75,1
291401,Male,22,1,15,0,< 1 Year,Yes,30290,152,49,1
291406,Male,51,1,28,0,1-2 Year,Yes,38777,26,154,1
291407,Female,22,1,37,0,< 1 Year,Yes,25748,152,153,1
291414,Male,51,1,46,0,1-2 Year,Yes,29657,91,181,1
291431,Male,38,1,28,0,1-2 Year,Yes,50691,122,17,1
291450,Female,48,1,37,0,1-2 Year,Yes,31416,26,273,1
291472,Female,34,1,29,0,1-2 Year,Yes,2630,124,219,1
291480,Female,47,1,28,0,1-2 Year,Yes,2630,124,49,1
291483,Male,66,1,28,0,1-2 Year,Yes,42622,124,246,1
291484,Male,28,1,28,0,1-2 Year,No,36193,26,28,1
291516,Male,45,1,28,0,1-2 Year,Yes,58538,124,78,1
291518,Female,29,1,29,0,< 1 Year,Yes,2630,156,162,1
291521,Male,34,1,28,0,1-2 Year,Yes,33911,122,75,1
291526,Male,37,1,46,0,1-2 Year,Yes,23423,163,51,1
291530,Female,23,1,15,0,< 1 Year,Yes,48086,152,79,1
291536,Male,50,1,28,0,1-2 Year,Yes,46059,124,120,1
291544,Male,43,1,28,0,1-2 Year,Yes,30279,26,158,1
291545,Female,31,1,41,0,1-2 Year,Yes,2630,157,276,1
291559,Female,43,1,41,0,1-2 Year,Yes,31552,26,129,1
291563,Female,34,1,23,0,1-2 Year,Yes,33468,158,119,1
291572,Male,36,1,38,0,1-2 Year,Yes,2630,124,149,1
291587,Male,39,1,46,0,1-2 Year,Yes,28360,124,174,1
291588,Male,34,1,47,0,1-2 Year,Yes,2630,124,114,1
291606,Female,22,1,28,0,< 1 Year,Yes,37437,152,223,1
291612,Female,31,1,3,0,1-2 Year,Yes,30685,26,46,1
291616,Female,35,1,28,0,1-2 Year,Yes,106396,157,86,1
291620,Male,51,1,28,0,> 2 Years,Yes,42447,26,167,1
291621,Male,21,1,30,0,1-2 Year,Yes,2630,156,153,1
291633,Male,48,1,38,0,1-2 Year,Yes,34278,124,247,1
291643,Male,45,1,8,0,> 2 Years,Yes,53247,25,238,1
291648,Male,41,1,28,0,1-2 Year,Yes,43439,124,111,1
291670,Male,44,1,8,0,> 2 Years,Yes,61876,124,261,1
291671,Male,26,1,28,0,< 1 Year,Yes,46246,124,32,1
291672,Male,40,1,50,0,1-2 Year,Yes,37677,8,298,1
291677,Male,49,1,28,0,> 2 Years,Yes,40955,26,117,1
291678,Male,66,1,28,0,1-2 Year,Yes,29669,26,180,1
291697,Female,35,1,28,0,1-2 Year,Yes,75363,124,46,1
291702,Female,53,1,8,0,1-2 Year,Yes,36735,26,250,1
291707,Male,36,1,41,0,1-2 Year,Yes,31843,26,259,1
291710,Female,43,1,28,0,1-2 Year,Yes,33704,124,91,1
291713,Female,38,1,28,0,1-2 Year,Yes,24184,122,130,1
291739,Female,53,1,41,0,1-2 Year,Yes,36955,26,191,1
291743,Male,30,1,29,0,< 1 Year,Yes,32081,124,89,1
291754,Male,20,1,49,0,1-2 Year,No,2630,156,208,1
291761,Male,24,1,15,0,1-2 Year,Yes,2630,26,131,1
291781,Male,64,1,9,0,1-2 Year,Yes,27531,124,224,1
291783,Female,20,1,28,0,1-2 Year,Yes,2630,156,66,1
291793,Male,48,1,18,0,1-2 Year,Yes,2630,156,247,1
291806,Male,54,1,28,0,1-2 Year,Yes,31544,26,23,1
291819,Male,48,1,46,0,1-2 Year,Yes,22897,26,50,1
291825,Male,30,1,18,0,1-2 Year,Yes,21695,124,204,1
291835,Female,63,1,28,0,1-2 Year,Yes,28539,122,55,1
291846,Male,50,1,28,0,1-2 Year,Yes,41627,26,121,1
291869,Female,39,1,48,0,1-2 Year,Yes,2630,156,155,1
291870,Male,37,1,28,0,1-2 Year,Yes,45119,157,198,1
291873,Female,37,1,28,0,1-2 Year,Yes,29560,124,73,1
291878,Male,70,1,28,0,> 2 Years,Yes,54564,26,43,1
291884,Male,41,1,35,0,1-2 Year,Yes,27523,124,267,1
291894,Male,38,1,28,0,1-2 Year,No,40965,124,164,1
291913,Female,21,1,45,0,< 1 Year,Yes,25024,160,223,1
291918,Male,46,1,32,0,1-2 Year,Yes,33872,124,194,1
291924,Male,45,1,7,0,1-2 Year,Yes,39515,124,128,1
291935,Male,43,1,48,0,1-2 Year,Yes,2630,15,261,1
291952,Female,40,1,28,0,> 2 Years,Yes,29137,122,57,1
291967,Female,30,1,10,0,1-2 Year,Yes,2630,163,136,1
291976,Female,37,1,39,0,1-2 Year,Yes,30401,124,266,1
292002,Male,47,1,28,0,1-2 Year,Yes,68397,3,105,1
292008,Male,55,1,28,0,> 2 Years,Yes,32181,122,181,1
292021,Male,36,1,28,0,1-2 Year,Yes,44721,52,214,1
292035,Female,34,1,41,0,1-2 Year,No,2630,163,67,1
292040,Male,41,1,14,0,1-2 Year,Yes,29205,109,194,1
292050,Male,56,1,28,0,> 2 Years,Yes,41482,26,206,1
292053,Male,57,1,28,0,1-2 Year,Yes,68064,122,114,1
292056,Male,45,1,28,0,1-2 Year,Yes,33881,122,242,1
292101,Male,61,1,8,0,> 2 Years,Yes,2630,26,18,1
292103,Male,41,1,29,0,1-2 Year,Yes,2630,156,39,1
292106,Male,43,1,39,0,1-2 Year,Yes,34978,124,85,1
292116,Male,54,1,28,0,1-2 Year,Yes,47949,124,290,1
292131,Male,52,1,28,0,> 2 Years,Yes,2630,124,11,1
292160,Female,54,1,28,0,1-2 Year,Yes,33822,26,188,1
292161,Male,38,1,47,0,1-2 Year,Yes,21279,124,106,1
292163,Male,67,1,15,0,1-2 Year,Yes,25626,124,87,1
292164,Female,57,1,28,0,> 2 Years,Yes,35443,26,25,1
292171,Female,49,1,28,0,1-2 Year,Yes,36684,26,210,1
292174,Female,34,1,28,0,1-2 Year,Yes,30712,122,251,1
292198,Male,52,1,33,0,1-2 Year,Yes,30086,26,116,1
292199,Male,50,1,28,0,1-2 Year,Yes,68304,26,186,1
292201,Female,47,1,28,0,1-2 Year,Yes,2630,122,136,1
292204,Male,40,1,33,0,1-2 Year,Yes,44710,124,251,1
292222,Female,40,1,28,0,1-2 Year,Yes,66329,124,233,1
292233,Female,43,1,28,0,1-2 Year,Yes,39256,26,295,1
292235,Female,40,1,29,0,1-2 Year,Yes,29628,157,123,1
292250,Male,51,1,45,0,1-2 Year,Yes,32033,26,294,1
292268,Male,48,1,28,0,1-2 Year,Yes,34698,59,103,1
292269,Male,61,1,33,0,1-2 Year,Yes,31893,155,17,1
292273,Male,68,1,28,0,> 2 Years,Yes,43743,55,235,1
292274,Male,32,1,28,0,1-2 Year,Yes,30246,124,244,1
292275,Female,40,1,13,0,1-2 Year,Yes,2630,156,174,1
292276,Male,35,1,18,0,1-2 Year,Yes,33701,124,256,1
292278,Male,36,1,28,0,1-2 Year,Yes,40232,122,230,1
292281,Male,52,1,46,0,> 2 Years,Yes,22476,124,226,1
292286,Male,28,1,11,0,< 1 Year,Yes,2630,156,191,1
292295,Male,43,1,50,0,1-2 Year,Yes,28226,124,12,1
292317,Male,40,1,46,0,1-2 Year,Yes,27619,154,112,1
292324,Male,65,1,28,0,> 2 Years,Yes,29513,26,145,1
292327,Male,67,1,47,0,> 2 Years,Yes,31777,26,130,1
292328,Male,46,1,28,0,1-2 Year,Yes,35100,26,77,1
292341,Male,21,1,46,0,< 1 Year,Yes,38191,152,118,1
292348,Male,58,1,28,0,> 2 Years,Yes,44172,26,69,1
292361,Male,32,1,28,0,1-2 Year,Yes,2630,156,270,1
292385,Male,32,1,28,0,< 1 Year,Yes,28360,124,184,1
292387,Female,35,1,28,0,1-2 Year,No,44773,156,250,1
292393,Male,41,1,36,0,1-2 Year,Yes,34801,124,196,1
292413,Male,27,1,28,0,1-2 Year,Yes,25069,124,14,1
292415,Male,74,1,11,0,1-2 Year,Yes,20779,124,173,1
292418,Female,46,1,41,0,1-2 Year,Yes,34729,12,132,1
292420,Male,34,1,28,0,1-2 Year,Yes,52836,124,146,1
292433,Female,45,1,28,0,1-2 Year,Yes,45336,26,107,1
292444,Male,40,1,13,0,> 2 Years,Yes,39539,124,151,1
292446,Female,54,1,46,0,> 2 Years,Yes,31847,25,40,1
292454,Female,32,1,28,0,1-2 Year,Yes,37988,154,34,1
292475,Male,40,1,8,0,1-2 Year,No,31351,55,134,1
292477,Female,64,1,0,0,1-2 Year,Yes,2630,124,203,1
292478,Male,49,1,28,0,1-2 Year,Yes,44431,26,141,1
292481,Male,73,1,28,0,1-2 Year,Yes,45426,26,96,1
292490,Female,30,1,29,0,< 1 Year,Yes,27600,26,24,1
292504,Female,41,1,48,0,1-2 Year,Yes,2630,26,93,1
292511,Female,36,1,28,0,1-2 Year,Yes,50937,122,273,1
292513,Male,44,1,28,0,1-2 Year,Yes,34947,25,291,1
292519,Male,73,1,28,0,> 2 Years,Yes,60651,26,289,1
292526,Male,34,1,28,0,1-2 Year,Yes,38709,26,215,1
292532,Male,43,1,28,0,1-2 Year,Yes,71522,122,247,1
292550,Male,50,1,39,0,1-2 Year,Yes,30980,124,36,1
292553,Male,50,1,48,0,1-2 Year,Yes,2630,124,293,1
292563,Male,45,1,28,0,1-2 Year,Yes,70293,26,113,1
292566,Female,46,1,29,0,1-2 Year,Yes,2630,157,251,1
292582,Male,38,1,36,0,1-2 Year,Yes,2630,157,238,1
292588,Female,53,1,28,0,< 1 Year,Yes,37728,26,218,1
292591,Female,25,1,28,0,< 1 Year,Yes,27965,26,180,1
292598,Male,51,1,28,0,1-2 Year,Yes,33453,124,17,1
292621,Male,24,1,31,0,< 1 Year,Yes,2630,160,120,1
292628,Male,39,1,41,0,1-2 Year,Yes,20857,156,146,1
292635,Female,42,1,13,0,1-2 Year,Yes,29284,124,220,1
292638,Male,41,1,28,0,1-2 Year,Yes,69745,55,50,1
292663,Female,44,1,28,0,1-2 Year,Yes,28393,124,49,1
292665,Female,46,1,28,0,> 2 Years,Yes,25804,26,47,1
292666,Male,67,1,41,0,1-2 Year,Yes,45599,157,144,1
292668,Male,57,1,8,0,> 2 Years,Yes,2630,2,252,1
292669,Female,45,1,15,0,1-2 Year,Yes,38467,152,275,1
292670,Male,34,1,14,0,1-2 Year,Yes,18653,26,151,1
292677,Female,43,1,28,0,1-2 Year,Yes,31671,124,41,1
292679,Male,53,1,28,0,> 2 Years,Yes,40323,26,185,1
292689,Female,22,1,28,0,< 1 Year,Yes,37083,124,291,1
292690,Female,32,1,8,0,< 1 Year,Yes,51089,26,100,1
292693,Male,34,1,38,0,1-2 Year,Yes,2630,26,276,1
292698,Female,31,1,28,0,< 1 Year,Yes,41642,124,67,1
292702,Female,45,1,28,0,> 2 Years,Yes,38752,124,285,1
292710,Male,45,1,28,0,1-2 Year,Yes,2630,26,248,1
292711,Female,35,1,4,0,1-2 Year,Yes,23953,163,19,1
292723,Female,45,1,28,0,1-2 Year,Yes,33612,124,225,1
292736,Female,50,1,15,0,1-2 Year,Yes,28566,124,285,1
292747,Male,38,1,28,0,1-2 Year,Yes,51156,55,220,1
292758,Male,46,1,9,0,1-2 Year,Yes,37766,26,55,1
292764,Male,35,1,1,0,1-2 Year,Yes,2630,156,265,1
292766,Male,22,1,28,0,< 1 Year,No,24926,153,178,1
292780,Female,76,1,28,0,1-2 Year,Yes,53902,26,280,1
292798,Male,46,1,8,0,1-2 Year,Yes,41400,26,186,1
292799,Female,26,1,28,0,< 1 Year,Yes,46461,152,290,1
292803,Male,47,1,7,0,1-2 Year,Yes,48314,26,31,1
292806,Female,49,1,8,0,1-2 Year,Yes,34711,26,254,1
292819,Male,63,1,28,0,1-2 Year,Yes,64689,124,41,1
292834,Male,43,1,46,0,1-2 Year,Yes,40426,124,135,1
292863,Female,47,1,28,0,1-2 Year,Yes,85347,122,190,1
292868,Male,50,1,28,0,1-2 Year,Yes,42325,30,94,1
292870,Male,36,1,38,0,1-2 Year,Yes,28530,124,67,1
292876,Male,41,1,29,0,> 2 Years,Yes,33881,124,208,1
292882,Male,48,1,28,0,1-2 Year,Yes,50674,26,124,1
292885,Male,42,1,28,0,> 2 Years,Yes,53994,26,223,1
292888,Female,21,1,8,0,< 1 Year,Yes,35489,152,212,1
292891,Male,27,1,33,0,< 1 Year,Yes,28000,163,205,1
292894,Male,34,1,29,0,1-2 Year,Yes,2630,124,39,1
292898,Male,50,1,17,0,1-2 Year,No,71661,124,147,1
292900,Female,46,1,47,0,1-2 Year,Yes,37650,26,154,1
292916,Female,35,1,12,0,1-2 Year,Yes,25639,124,40,1
292921,Male,57,1,27,0,1-2 Year,Yes,36726,124,119,1
292923,Female,29,1,11,0,1-2 Year,Yes,27226,156,94,1
292935,Male,47,1,28,0,1-2 Year,Yes,40731,26,250,1
292951,Male,42,1,28,0,> 2 Years,Yes,53851,10,287,1
292954,Male,36,1,47,0,1-2 Year,Yes,27789,124,176,1
292955,Male,50,1,28,0,1-2 Year,Yes,86275,26,201,1
292975,Female,40,1,28,0,1-2 Year,Yes,44455,13,120,1
292980,Male,58,1,28,0,> 2 Years,Yes,38820,26,92,1
292987,Male,21,1,29,0,1-2 Year,Yes,35015,154,145,1
293001,Male,62,1,39,0,1-2 Year,Yes,2630,26,137,1
293006,Female,48,1,28,0,1-2 Year,Yes,32828,26,29,1
293020,Female,43,1,28,0,1-2 Year,Yes,39392,124,66,1
293024,Male,53,1,43,0,> 2 Years,Yes,28091,26,121,1
293042,Male,38,1,19,0,1-2 Year,Yes,28009,124,95,1
293072,Female,33,1,17,0,1-2 Year,Yes,34622,26,149,1
293074,Male,70,1,30,0,> 2 Years,Yes,28434,155,245,1
293081,Male,25,1,15,0,< 1 Year,Yes,36034,152,50,1
293094,Male,20,1,19,0,1-2 Year,Yes,27578,156,146,1
293103,Female,58,1,46,0,1-2 Year,Yes,22399,26,71,1
293105,Male,46,1,15,0,1-2 Year,Yes,2630,124,42,1
293108,Male,41,1,41,0,1-2 Year,Yes,33371,124,178,1
293149,Male,51,1,21,0,1-2 Year,Yes,2630,156,64,1
293159,Female,43,1,28,0,1-2 Year,Yes,43684,156,232,1
293165,Female,37,1,28,0,1-2 Year,Yes,48924,60,195,1
293166,Male,40,1,28,0,1-2 Year,Yes,33612,26,266,1
293171,Female,33,1,15,0,< 1 Year,Yes,35986,124,164,1
293172,Male,37,1,3,0,1-2 Year,Yes,2630,124,259,1
293178,Male,56,1,38,0,1-2 Year,Yes,2630,156,88,1
293185,Female,50,1,15,0,1-2 Year,Yes,36550,154,127,1
293196,Male,24,1,41,0,< 1 Year,Yes,31445,26,10,1
293198,Female,50,1,28,0,1-2 Year,Yes,63290,124,274,1
293199,Male,45,1,46,0,1-2 Year,Yes,32855,124,219,1
293205,Male,36,1,50,0,1-2 Year,Yes,46418,124,220,1
293233,Male,29,1,28,0,< 1 Year,Yes,32648,124,259,1
293234,Male,60,1,41,0,1-2 Year,Yes,2630,124,242,1
293244,Male,79,1,28,0,1-2 Year,Yes,44349,13,179,1
293247,Female,67,1,28,0,1-2 Year,Yes,34203,124,98,1
293252,Male,46,1,0,0,> 2 Years,Yes,2630,26,15,1
293257,Male,55,1,28,0,1-2 Year,Yes,32797,157,268,1
293259,Male,43,1,46,0,1-2 Year,Yes,23404,124,19,1
293266,Female,48,1,3,0,1-2 Year,Yes,38023,129,26,1
293267,Female,65,1,35,0,1-2 Year,No,28923,26,197,1
293271,Female,37,1,30,0,1-2 Year,Yes,30243,124,273,1
293283,Male,36,1,28,0,1-2 Year,Yes,41032,152,295,1
293284,Female,36,1,21,0,1-2 Year,Yes,2630,26,182,1
293288,Male,59,1,50,0,1-2 Year,Yes,33599,10,16,1
293289,Male,58,1,11,0,1-2 Year,Yes,31240,124,226,1
293301,Female,37,1,39,0,1-2 Year,Yes,30806,154,126,1
293302,Male,46,1,1,0,1-2 Year,Yes,2630,30,130,1
293304,Male,52,1,18,0,1-2 Year,Yes,2630,61,23,1
293311,Male,74,1,28,0,> 2 Years,Yes,34038,122,72,1
293319,Female,33,1,28,0,< 1 Year,Yes,51541,124,92,1
293325,Male,23,1,11,0,< 1 Year,Yes,22427,152,284,1
293337,Male,42,1,28,0,1-2 Year,No,36074,26,210,1
293342,Male,24,1,11,1,< 1 Year,Yes,29271,152,21,1
293348,Female,36,1,28,0,1-2 Year,Yes,29200,152,148,1
293361,Male,49,1,4,0,1-2 Year,Yes,31492,124,169,1
293368,Female,40,1,28,0,1-2 Year,Yes,37343,124,199,1
293369,Male,48,1,28,0,1-2 Year,Yes,59030,26,212,1
293378,Male,37,1,7,0,1-2 Year,Yes,2630,157,237,1
293395,Male,51,1,50,0,1-2 Year,Yes,31514,8,177,1
293403,Female,55,1,41,0,1-2 Year,Yes,35546,26,187,1
293415,Male,26,1,41,0,< 1 Year,Yes,35972,152,151,1
293420,Female,35,1,26,0,1-2 Year,Yes,2630,157,60,1
293423,Male,43,1,28,0,1-2 Year,Yes,39138,124,136,1
293440,Female,40,1,28,0,> 2 Years,Yes,48111,26,138,1
293453,Male,57,1,37,0,1-2 Year,Yes,2630,154,92,1
293454,Male,57,1,41,0,1-2 Year,Yes,38172,124,20,1
293461,Male,47,1,11,0,1-2 Year,Yes,63271,120,147,1
293465,Male,41,1,28,0,1-2 Year,Yes,45714,124,21,1
293480,Male,62,1,28,0,1-2 Year,No,33340,124,213,1
293487,Female,60,1,28,0,1-2 Year,Yes,47496,26,269,1
293497,Male,37,1,36,0,1-2 Year,Yes,29002,124,293,1
293505,Male,39,1,48,0,1-2 Year,Yes,2630,15,231,1
293508,Female,54,1,28,0,1-2 Year,Yes,23135,124,139,1
293509,Male,48,1,28,0,> 2 Years,Yes,56729,26,246,1
293529,Female,34,1,8,0,1-2 Year,Yes,44597,26,184,1
293539,Female,52,1,28,0,1-2 Year,Yes,45058,26,213,1
293578,Male,54,1,46,0,1-2 Year,Yes,24802,26,278,1
293582,Female,31,1,34,0,< 1 Year,Yes,18304,124,66,1
293591,Female,48,1,8,0,1-2 Year,Yes,46326,124,252,1
293610,Male,44,1,50,0,1-2 Year,Yes,34980,8,212,1
293613,Female,44,1,28,0,1-2 Year,Yes,40901,26,136,1
293634,Female,49,1,8,0,1-2 Year,Yes,2630,157,277,1
293642,Male,38,1,14,0,1-2 Year,Yes,2630,157,283,1
293650,Male,28,1,45,0,1-2 Year,Yes,24665,155,54,1
293653,Female,36,1,2,0,1-2 Year,Yes,21621,154,24,1
293669,Female,36,1,30,0,1-2 Year,Yes,30601,124,115,1
293678,Female,33,1,28,0,1-2 Year,Yes,37691,122,77,1
293687,Male,33,1,30,0,< 1 Year,Yes,2630,124,234,1
293691,Female,45,1,28,0,1-2 Year,Yes,63009,124,145,1
293738,Female,38,1,28,0,1-2 Year,Yes,57356,26,268,1
293758,Male,35,1,8,0,1-2 Year,Yes,37310,26,63,1
293761,Female,52,1,28,0,1-2 Year,Yes,41235,26,60,1
293763,Female,60,1,28,0,1-2 Year,Yes,32277,26,286,1
293773,Male,63,1,38,0,1-2 Year,Yes,31193,124,59,1
293775,Male,72,1,51,0,1-2 Year,Yes,2630,124,185,1
293777,Male,56,1,8,0,1-2 Year,Yes,2630,26,200,1
293782,Male,60,1,28,0,1-2 Year,Yes,24571,26,221,1
293794,Female,32,1,3,0,1-2 Year,Yes,36839,26,248,1
293804,Female,44,1,28,0,1-2 Year,Yes,41379,26,290,1
293809,Female,66,1,11,0,1-2 Year,Yes,35928,157,62,1
293816,Male,20,1,11,0,1-2 Year,Yes,30820,156,136,1
293820,Female,44,1,29,0,1-2 Year,Yes,35154,154,229,1
293825,Male,38,1,28,0,1-2 Year,Yes,24937,26,45,1
293826,Female,38,1,35,0,1-2 Year,Yes,31733,26,270,1
293827,Male,35,1,28,0,1-2 Year,Yes,47326,26,92,1
293831,Male,38,1,8,0,1-2 Year,Yes,2630,157,263,1
293835,Male,69,1,28,0,> 2 Years,Yes,41510,26,42,1
293836,Male,54,1,28,0,1-2 Year,Yes,43611,52,289,1
293845,Female,37,1,28,0,1-2 Year,Yes,2630,157,30,1
293851,Female,42,1,45,0,1-2 Year,Yes,39045,124,159,1
293857,Male,27,1,35,0,< 1 Year,Yes,2630,152,125,1
293865,Male,54,1,41,0,1-2 Year,Yes,2630,124,203,1
293896,Male,43,1,45,0,1-2 Year,Yes,28430,124,55,1
293899,Female,39,1,11,0,1-2 Year,Yes,25886,124,253,1
293900,Female,28,1,28,0,< 1 Year,Yes,33927,26,149,1
293939,Female,34,1,46,0,1-2 Year,Yes,21744,124,122,1
293944,Female,66,1,28,0,1-2 Year,Yes,68981,122,69,1
293947,Male,62,1,28,0,> 2 Years,Yes,48795,55,208,1
293952,Female,21,1,22,0,< 1 Year,Yes,28538,160,125,1
293958,Female,42,1,29,0,1-2 Year,Yes,36853,124,280,1
293969,Female,69,1,33,0,1-2 Year,Yes,2630,156,219,1
293972,Male,28,1,41,0,< 1 Year,Yes,54108,124,236,1
293973,Male,31,1,27,0,1-2 Year,Yes,2630,156,279,1
293993,Female,25,1,49,0,< 1 Year,Yes,34276,152,107,1
294003,Male,43,1,33,0,1-2 Year,Yes,35111,124,296,1
294010,Male,42,1,28,0,1-2 Year,Yes,27322,124,197,1
294011,Male,41,1,41,0,1-2 Year,Yes,22867,124,109,1
294015,Male,45,1,28,0,> 2 Years,Yes,51598,124,65,1
294022,Male,54,1,28,0,1-2 Year,Yes,50462,26,21,1
294029,Male,42,1,30,0,1-2 Year,Yes,32988,26,23,1
294035,Male,48,1,8,0,1-2 Year,Yes,29291,124,283,1
294039,Female,30,1,46,0,1-2 Year,Yes,25660,26,31,1
294050,Male,51,1,8,0,1-2 Year,Yes,38692,26,183,1
294051,Male,40,1,46,0,1-2 Year,Yes,2630,157,266,1
294056,Male,30,1,3,0,< 1 Year,Yes,28407,152,136,1
294061,Male,33,1,27,0,1-2 Year,Yes,22726,163,121,1
294063,Female,34,1,14,0,1-2 Year,Yes,25619,124,272,1
294065,Male,33,1,8,0,< 1 Year,Yes,31704,124,150,1
294084,Female,35,1,45,0,1-2 Year,Yes,24886,152,164,1
294107,Male,57,1,14,0,1-2 Year,Yes,33785,26,86,1
294113,Male,54,1,28,0,1-2 Year,Yes,28972,52,50,1
294117,Female,30,1,28,0,1-2 Year,Yes,2630,157,122,1
294126,Male,30,1,41,0,< 1 Year,Yes,27883,152,140,1
294127,Female,26,1,16,0,< 1 Year,Yes,28710,152,242,1
294129,Male,39,1,28,0,1-2 Year,Yes,2630,125,29,1
294130,Male,48,1,28,0,1-2 Year,Yes,50601,122,50,1
294133,Male,44,1,28,0,1-2 Year,Yes,46946,124,242,1
294139,Female,47,1,26,0,1-2 Year,Yes,31005,120,169,1
294142,Female,24,1,3,0,< 1 Year,Yes,29526,152,163,1
294144,Male,46,1,41,0,1-2 Year,Yes,26544,26,75,1
294145,Male,41,1,8,0,1-2 Year,Yes,32892,163,249,1
294163,Female,68,1,28,0,1-2 Year,Yes,56638,26,62,1
294184,Male,45,1,46,0,1-2 Year,Yes,38831,92,184,1
294199,Male,33,1,40,0,1-2 Year,No,2630,124,169,1
294205,Female,47,1,11,0,1-2 Year,Yes,2630,124,122,1
294206,Female,43,1,28,0,1-2 Year,Yes,39067,26,39,1
294209,Male,47,1,8,0,1-2 Year,Yes,2630,156,140,1
294212,Female,44,1,28,0,1-2 Year,Yes,28857,124,247,1
294226,Female,33,1,41,0,1-2 Year,Yes,24798,157,275,1
294242,Female,48,1,28,0,1-2 Year,Yes,42453,13,284,1
294252,Male,42,1,8,0,1-2 Year,Yes,31777,124,55,1
294255,Male,67,1,28,0,1-2 Year,Yes,53025,26,16,1
294264,Female,45,1,47,0,1-2 Year,Yes,30374,124,37,1
294280,Male,42,1,28,0,1-2 Year,Yes,48774,59,205,1
294291,Female,24,1,10,0,< 1 Year,Yes,29993,152,204,1
294309,Female,24,1,50,0,< 1 Year,Yes,38530,152,147,1
294313,Male,33,1,41,0,< 1 Year,Yes,2630,124,107,1
294317,Female,41,1,28,0,1-2 Year,Yes,41138,26,282,1
294335,Male,64,1,8,0,1-2 Year,Yes,31372,124,53,1
